Botswana Defence Force XI,Gaborone
Eleven Angels,Francistown
Extension Gunners,Lobatse
Gaborone United,Gaborone
Holy Ghost,Gaborone
Jwaneng Galaxy,Jwaneng
Masitaoka Majatlhaga,Gaborone
Mogoditshane Fighters,Mogoditshane
Morupule Wanderers,Palapye
Nico United,Selebi-Phikwe
Orapa United,Orapa
Police XI,Otse
Prisons XI,Gaborone
Security Systems,Otse
Sua Flamingoes,Sowa
Township Rollers,Gaborone
