SV Atlético Santa Fe,
SV Britannia,Piedra Plat
SV Dakota,Oranjestad/Dakota
SV Deportivo Nacional,Palm Beach
SV Estrella,Santa Cruz
SV Independiente Caravel,Angochi
SV La Fama,Savaneta
SV Racing Club Aruba,Oranjestad
SV Riverplate,Oranjestad
SC United,Noord
