Académic Club Rangers,Kinshasa
AS Dauphins Noirs,Goma
AS Maniema Union,Kindu
AS Nyuki,Butembo
AS Simba,Kolwezi
AS Vita Club,Kinshasa
CS Don Bosco,Lubumbashi
DC Motema Pembe,Kinshasa
Lubumbashi Sport,Lubumbashi
FC Renaissance du Congo,Kinshasa
FC Saint-Éloi Lupopo,Lubumbashi
JS Groupe Bazano,Lubumbashi
OC Bukavu Dawa,Bukavu
RC Kinshasa,Kinshasa
SM Sanga Balende,Mbuji-Mayi
TP Mazembe,Lubumbashi
