Academy SC,George Town
Bodden Town,Bodden Town
East End United,West Bay
Elite SC,West Bay
Future SC,West Bay
George Town,George Town
Latinos FC,George Town
Roma United,George Town
Scholars International,West Bay
Sunset FC,George Town
