Sport Bissau e Benfica,Bissau
CF Os Balantas,Mansôa
Nuno Tristão FC,Bula
Sporting Clube de Bissau,Bissau
Sporting Clube de Bafatá,Bafatá
Estrela Negra de Bissau,Bissau
Mavegro FC,Bissau
SC Portos de Bissau,Bissau
União Desportiva Internacional,União
Cuntum FC,Cuntum
