Al-Arabi SC,Kuwait City
Al-Fahaheel SC,Kuwait City
Al-Jahra SC,Al Jahra
Al-Nasr,Al Farwaniyah
Al-Sahel SC,Abu Halifa
Al-Salmiya SC,Salmiya
Al-Tadhamon SC,Al Farwaniyah
Kazma SC,Kuwait City
Kuwait SC,Kuwait City
Qadsia SC,Kuwait City
