Arnett Gardens,Kingston
Boys Town,Kingston
Harbour View,Kingston
Humble Lions,May Pen, Clarendon
Jamalco,Clarendon
Maverley Hughenden,Kingston
Montego Bay United,Montego Bay, Saint James
Portmore United,Portmore, Saint Catherine
Reno F.C.,Savanna-la-Mar, Westmoreland
Tivoli Gardens,Kingston
UWI F.C.,Kingston
Waterhouse,Kingston
