Aucas,Quito
Barcelona,Guayaquil
Cumbayá,Cumbayá
Delfín,Manta
Deportivo Cuenca,Cuenca
El Nacional,Quito
Emelec,Guayaquil
Gualaceo,Gualaceo
Guayaquil City,Guayaquil
Independiente del Valle,Sangolquí
LDU Quito,Quito
Libertad,Loja
Mushuc Runa,Ambato
Orense,Machala
Técnico Universitario,Ambato
Universidad Católica,Quito
