BFF Academy,Thimphu
Druk Lhayul,Thimphu
FC Takin,Thimphu
Paro FC,Paro
Paro Rinpung,Paro
Royal Thimphu College,Thimphu
Tensung FC,Thimphu
Thimphu City,Thimphu
Transport United,Thimphu
Ugyen Academy,Punakha
